0, 145.4, 145.4
0, 145.4, 145.4
1, 143.8, 144.8
1, 143.8, 144.8
2, 142.7, 144.7
2, 142.7, 144.7
3, 141.7, 144.7
3, 141.7, 144.7
4, 140.9, 144.9
4, 140.9, 144.9
5, 140.2, 145.2
5, 140.2, 145.2
6, 139.6, 145.6
6, 139.6, 145.6
7, 138.9, 145.9
7, 139.0, 146
8, 138.4, 146.4
8, 138.4, 146.4
9, 137.9, 146.9
9, 137.9, 146.9
10, 137.4, 147.4
10, 137.4, 147.4
11, 136.9, 147.9
11, 137.0, 148
12, 136.5, 148.5
12, 136.5, 148.5
13, 136.1, 149.1
13, 136.1, 149.1
14, 135.7, 149.7
14, 135.7, 149.7
15, 135.3, 150.3
15, 135.3, 150.3
16, 134.9, 150.9
16, 135.0, 151
17, 134.6, 151.6
17, 134.6, 151.6
18, 134.2, 152.2
18, 134.3, 152.3
19, 133.9, 152.9
19, 133.9, 152.9
20, 133.6, 153.6
20, 133.6, 153.6
21, 133.2, 154.2
21, 133.3, 154.3
22, 132.9, 154.9
22, 133.0, 155
23, 132.6, 155.6
23, 132.7, 155.7
24, 132.3, 156.3
24, 132.4, 156.4
25, 132.1, 157.1
25, 132.1, 157.1
26, 131.8, 157.8
26, 131.8, 157.8
27, 131.5, 158.5
27, 131.6, 158.6
28, 131.2, 159.2
28, 131.3, 159.3
29, 131.0, 160
29, 131.0, 160
30, 130.7, 160.7
30, 130.8, 160.8
31, 130.5, 161.5
31, 130.5, 161.5
32, 130.2, 162.2
32, 130.3, 162.3
33, 130.0, 163
33, 130.1, 163.1
34, 129.8, 163.8
34, 129.8, 163.8
35, 129.5, 164.5
35, 129.6, 164.6
36, 129.3, 165.3
36, 129.4, 165.4
37, 129.1, 166.1
37, 129.1, 166.1
38, 128.9, 166.9
38, 128.9, 166.9
39, 128.7, 167.7
39, 128.7, 167.7
40, 128.4, 168.4
40, 128.5, 168.5
41, 128.2, 169.2
41, 128.3, 169.3
42, 128.0, 170
42, 128.1, 170.1
43, 127.8, 170.8
43, 127.9, 170.9
44, 127.6, 171.6
44, 127.7, 171.7
45, 127.4, 172.4
45, 127.5, 172.5
46, 127.2, 173.2
46, 127.3, 173.3
47, 127.0, 174
47, 127.1, 174.1
48, 126.8, 174.8
48, 126.9, 174.9
49, 126.7, 175.7
49, 126.7, 175.7
50, 126.5, 176.5
50, 126.5, 176.5
51, 126.3, 177.3
51, 126.4, 177.4
52, 126.1, 178.1
52, 126.2, 178.2
53, 125.9, 178.9
53, 126.0, 179
54, 125.7, 179.7
54, 125.8, 179.8
55, 125.6, 180.6
55, 125.6, 180.6
56, 125.4, 181.4
56, 125.5, 181.5
57, 125.2, 182.2
57, 125.3, 182.3
58, 125.1, 183.1
58, 125.1, 183.1
59, 124.9, 183.9
59, 125.0, 184
60, 124.7, 184.7
60, 124.8, 184.8
61, 124.6, 185.6
61, 124.6, 185.6
62, 124.4, 186.4
62, 124.5, 186.5
63, 124.3, 187.3
63, 124.3, 187.3
64, 124.1, 188.1
64, 124.2, 188.2
