0, 189.1, 189.1
1, 187.1, 188.1
2, 185.0, 187
3, 183.0, 186
4, 181.0, 185
5, 179.1, 184.1
6, 177.1, 183.1
7, 175.3, 182.3
8, 173.6, 181.6
9, 172.0, 181
10, 170.3, 180.3
11, 168.7, 179.7
12, 167.3, 179.3
13, 165.8, 178.8
14, 164.4, 178.4
15, 163.1, 178.1
16, 161.8, 177.8
17, 160.7, 177.7
18, 159.5, 177.5
19, 158.4, 177.4
20, 157.1, 177.1
21, 156.1, 177.1
22, 155.1, 177.1
23, 154.1, 177.1
24, 153.1, 177.1
25, 152.1, 177.1
26, 151.2, 177.2
27, 150.3, 177.3
28, 149.5, 177.5
29, 148.6, 177.6
30, 147.8, 177.8
31, 147.0, 178
32, 146.2, 178.2
33, 145.4, 178.4
34, 144.6, 178.6
35, 143.9, 178.9
36, 143.1, 179.1
37, 142.4, 179.4
38, 141.8, 179.8
39, 141.1, 180.1
40, 140.5, 180.5
41, 139.8, 180.8
42, 139.2, 181.2
43, 138.5, 181.5
44, 137.9, 181.9
45, 137.3, 182.3
46, 136.7, 182.7
47, 136.1, 183.1
48, 135.5, 183.5
49, 135.0, 184
50, 134.5, 184.5
51, 133.9, 184.9
52, 133.4, 185.4
53, 132.9, 185.9
54, 132.3, 186.3
55, 131.8, 186.8
56, 131.4, 187.4
57, 130.8, 187.8
58, 130.3, 188.3
59, 129.8, 188.8
60, 129.4, 189.4
61, 128.9, 189.9
62, 128.4, 190.4
63, 128.0, 191
64, 127.5, 191.5
