0, 154.3, 154.3
1, 152.5, 153.5
2, 150.6, 152.6
3, 149.0, 152
4, 147.5, 151.5
5, 146.2, 151.2
6, 145.0, 151
7, 143.8, 150.8
8, 142.8, 150.8
9, 141.8, 150.8
10, 140.9, 150.9
11, 140.0, 151
12, 139.1, 151.1
13, 138.4, 151.4
14, 137.6, 151.6
15, 136.9, 151.9
16, 136.2, 152.2
17, 135.5, 152.5
18, 134.9, 152.9
19, 134.2, 153.2
20, 133.6, 153.6
21, 133.0, 154
22, 132.5, 154.5
23, 131.9, 154.9
24, 131.4, 155.4
25, 130.9, 155.9
26, 130.4, 156.4
27, 129.9, 156.9
28, 129.4, 157.4
29, 128.9, 157.9
30, 128.4, 158.4
31, 128.0, 159
32, 127.5, 159.5
33, 127.1, 160.1
34, 126.7, 160.7
35, 126.2, 161.2
36, 125.8, 161.8
37, 125.4, 162.4
38, 125.0, 163
39, 124.6, 163.6
40, 124.3, 164.3
41, 123.9, 164.9
42, 123.5, 165.5
43, 123.2, 166.2
44, 122.8, 166.8
45, 122.4, 167.4
46, 122.1, 168.1
47, 121.8, 168.8
48, 121.4, 169.4
49, 121.1, 170.1
50, 120.7, 170.7
51, 120.4, 171.4
52, 120.1, 172.1
53, 119.8, 172.8
54, 119.5, 173.5
55, 119.2, 174.2
56, 118.9, 174.9
57, 118.6, 175.6
58, 118.3, 176.3
59, 118.0, 177
60, 117.7, 177.7
61, 117.4, 178.4
62, 117.2, 179.2
63, 116.8, 179.8
64, 116.6, 180.6
