0, 265.1, 265.1
1, 263.1, 264.1
2, 261.1, 263.1
3, 259.1, 262.1
4, 257.2, 261.2
5, 255.3, 260.3
6, 253.4, 259.4
7, 251.7, 258.7
8, 249.9, 257.9
9, 248.2, 257.2
10, 246.6, 256.6
11, 245.1, 256.1
12, 243.6, 255.6
13, 242.2, 255.2
14, 240.7, 254.7
15, 239.4, 254.4
16, 238.1, 254.1
17, 236.8, 253.8
18, 235.6, 253.6
19, 234.4, 253.4
20, 233.3, 253.3
21, 232.2, 253.2
22, 231.1, 253.1
23, 230.0, 253
24, 229.0, 253
25, 228.0, 253
26, 227.0, 253
27, 226.0, 253
28, 225.1, 253.1
29, 224.2, 253.2
30, 223.3, 253.3
31, 222.4, 253.4
32, 221.5, 253.5
33, 220.7, 253.7
34, 219.9, 253.9
35, 219.0, 254
36, 218.2, 254.2
37, 217.5, 254.5
38, 216.7, 254.7
39, 215.9, 254.9
40, 215.2, 255.2
41, 214.5, 255.5
42, 213.8, 255.8
43, 213.0, 256
44, 212.4, 256.4
45, 211.7, 256.7
46, 211.0, 257
47, 210.4, 257.4
48, 209.7, 257.7
49, 209.1, 258.1
50, 208.4, 258.4
51, 207.8, 258.8
52, 207.2, 259.2
53, 206.6, 259.6
54, 206.0, 260
55, 205.4, 260.4
56, 204.8, 260.8
57, 204.2, 261.2
58, 203.7, 261.7
59, 203.1, 262.1
60, 202.5, 262.5
61, 202.0, 263
62, 201.5, 263.5
63, 200.9, 263.9
64, 200.4, 264.4
