0, 142.7, 142.7
1, 139.1, 140.1
2, 136.8, 138.8
3, 134.8, 137.8
4, 133.2, 137.2
5, 131.8, 136.8
6, 130.5, 136.5
7, 129.3, 136.3
8, 128.2, 136.2
9, 127.2, 136.2
10, 126.2, 136.2
11, 125.3, 136.3
12, 124.5, 136.5
13, 123.7, 136.7
14, 122.9, 136.9
15, 122.2, 137.2
16, 121.5, 137.5
17, 120.8, 137.8
18, 120.1, 138.1
19, 119.5, 138.5
20, 118.9, 138.9
21, 118.3, 139.3
22, 117.8, 139.8
23, 117.2, 140.2
24, 116.7, 140.7
25, 116.1, 141.1
26, 115.6, 141.6
27, 115.1, 142.1
28, 114.6, 142.6
29, 114.2, 143.2
30, 113.7, 143.7
31, 113.3, 144.3
32, 112.8, 144.8
33, 112.4, 145.4
34, 112.0, 146
35, 111.6, 146.6
36, 111.2, 147.2
37, 110.8, 147.8
38, 110.4, 148.4
39, 110.0, 149
40, 109.6, 149.6
41, 109.3, 150.3
42, 108.9, 150.9
43, 108.6, 151.6
44, 108.2, 152.2
45, 107.9, 152.9
46, 107.5, 153.5
47, 107.2, 154.2
48, 106.9, 154.9
49, 106.6, 155.6
50, 106.3, 156.3
51, 105.9, 156.9
52, 105.6, 157.6
53, 105.3, 158.3
54, 105.0, 159
55, 104.7, 159.7
56, 104.4, 160.4
57, 104.2, 161.2
58, 103.9, 161.9
59, 103.6, 162.6
60, 103.3, 163.3
61, 103.0, 164
62, 102.8, 164.8
63, 102.5, 165.5
64, 102.3, 166.3
